TURRIALBA,M,30,RURAL,NO,SI,NO,SI,8.3,NO,SI,NO,SI,NO,MUJER,"69,616",1642.7,42,"20,453",3.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN PABLO,M,98,URBANA,SI,SI,NO,SI,9.7,NO,SI,SI,NO,NO,MUJER,"27,671",7.5,3675,"8,006",3.44,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PALMARES,M,52,URBANA,NO,SI,NO,SI,7.2,NO,SI,SI,NO,NO,HOMBRE,"34,716",38.1,912,"9,657",3.58,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
VAZQUEZ DE CORONADO,F,53,URBANA,NO,NO,NO,SI,8.4,NO,SI,SI,NO,NO,HOMBRE,"60,486",222.2,272,"17,155",3.52,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
NICOYA,M,95,RURAL,NO,SI,NO,SI,6.7,NO,SI,SI,NO,NO,HOMBRE,"50,825",1333.7,38,"15,038",3.38,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
TILARAN,F,84,URBANA,NO,SI,NO,SI,6,NO,NO,SI,NO,NO,HOMBRE,"19,640",638.4,31,"6,018",3.26,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
TARRAZU,M,35,URBANA,NO,SI,NO,SI,7.5,SI,NO,SI,SI,NO,HOMBRE,"16,280",297.5,55,"4,551",3.58,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
ACOSTA,M,30,RURAL,NO,NO,SI,NO,7.7,NO,SI,SI,NO,SI,HOMBRE,"20,209",342.2,59,"5,871",3.44,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PUNTARENAS,F,24,URBANA,NO,NO,NO,SI,8.3,NO,NO,SI,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SANTA CRUZ,M,102,URBANA,NO,NO,NO,SI,7.4,NO,NO,SI,SI,SI,MUJER,"55,104",1312.3,42,"16,645",3.31,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN ISIDRO,F,49,URBANA,NO,NO,NO,SI,10.5,NO,SI,SI,NO,NO,HOMBRE,"20,633",27,765,"5,807",3.54,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
NARANJO,M,44,RURAL,NO,SI,NO,SI,8.5,NO,SI,SI,NO,NO,HOMBRE,"42,713",126.6,337,"11,678",3.65,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,RESTAURACION NACIONAL
PARAISO,F,35,RURAL,NO,SI,NO,SI,8.3,NO,NO,SI,NO,SI,HOMBRE,"57,743",411.9,140,"14,626",3.94,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN RAMON,F,22,RURAL,NO,NO,NO,SI,9,SI,NO,SI,SI,NO,HOMBRE,"80,566",1018.6,79,"23,301",3.44,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PUNTARENAS,M,26,RURAL,NO,NO,NO,SI,8.3,NO,SI,SI,NO,NO,MUJER,"115,019",1842.3,62,"33,228",3.44,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
NARANJO,M,39,RURAL,NO,SI,NO,SI,8.5,NO,SI,SI,NO,SI,HOMBRE,"42,713",126.6,337,"11,678",3.65,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,M,55,URBANA,NO,NO,NO,SI,7.4,NO,SI,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,F,27,URBANA,NO,SI,NO,SI,10.3,NO,SI,SI,NO,NO,HOMBRE,"288,054",44.6,6456,"81,903",3.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
NARANJO,M,55,RURAL,NO,SI,NO,SI,6.1,NO,SI,SI,NO,SI,HOMBRE,"42,713",126.6,337,"11,678",3.65,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ASERRI,F,60,URBANA,NO,SI,NO,SI,6.4,NO,NO,SI,NO,NO,HOMBRE,"57,892",167.1,346,"16,120",3.59,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,F,40,URBANA,NO,SI,NO,SI,9.4,NO,SI,SI,NO,NO,MUJER,"254,886",388.4,656,"72,031",3.49,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
MATINA,M,90,URBANA,NO,NO,NO,SI,4.9,NO,SI,SI,NO,SI,HOMBRE,"37,721",772.6,49,"10,410",3.59,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PARAISO,M,60,URBANA,NO,SI,NO,SI,6,NO,SI,SI,NO,NO,HOMBRE,"57,743",411.9,140,"14,626",3.94,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
TIBAS,M,45,URBANA,NO,SI,NO,SI,11.1,NO,SI,SI,NO,NO,MUJER,"64,842",8.1,7956,"19,160",3.38,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
CURRIDABAT,M,81,URBANA,NO,NO,NO,SI,10.4,NO,SI,SI,SI,NO,MUJER,"65,206",15.9,4088,"19,146",3.4,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
DESAMPARADOS,M,39,RURAL,NO,SI,NO,SI,9.6,NO,SI,NO,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
LEON CORTES CASTRO,M,53,RURAL,NO,NO,NO,NO,5.1,NO,NO,SI,NO,NO,HOMBRE,"12,200",120.8,101,"3,377",3.61,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SANTO DOMINGO,F,35,URBANA,NO,SI,NO,SI,11.2,NO,SI,SI,NO,SI,HOMBRE,"40,072",24.8,1613,"11,496",3.48,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
TIBAS,M,101,URBANA,NO,NO,NO,SI,9.3,NO,SI,SI,NO,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PEREZ ZELEDON,F,48,RURAL,NO,SI,NO,SI,8.1,NO,NO,SI,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN ISIDRO,F,47,URBANA,NO,SI,NO,SI,10.5,NO,SI,SI,NO,NO,MUJER,"20,633",27,765,"5,807",3.54,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,M,21,URBANA,NO,SI,NO,SI,9.4,NO,SI,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,M,60,URBANA,NO,SI,NO,SI,9.2,NO,SI,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
LA UNION,M,53,URBANA,NO,SI,NO,SI,8,SI,SI,SI,NO,NO,HOMBRE,"99,399",44.8,2217,"26,979",3.67,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
HEREDIA,M,20,URBANA,NO,SI,NO,SI,11.2,SI,SI,SI,NO,NO,COMPARTIDO,"123,616",282.6,437,"35,216",3.5,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,F,22,URBANA,NO,SI,NO,SI,10.3,NO,SI,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,M,60,URBANA,NO,NO,NO,SI,7.4,NO,SI,NO,SI,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
PARAISO,M,44,RURAL,NO,SI,NO,SI,8.3,SI,NO,SI,NO,NO,COMPARTIDO,"57,743",411.9,140,"14,626",3.94,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN CARLOS,M,41,RURAL,NO,NO,NO,SI,7.6,NO,SI,SI,NO,NO,MUJER,"163,745",3348,49,"44,966",3.62,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN CARLOS,F,45,URBANA,NO,SI,SI,SI,7.6,NO,SI,SI,NO,NO,COMPARTIDO,"163,745",3348,49,"44,966",3.62,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,F,51,RURAL,NO,NO,NO,SI,7.6,NO,SI,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,M,20,URBANA,NO,SI,NO,SI,9.4,SI,SI,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PARAISO,F,42,RURAL,NO,SI,NO,SI,8.3,NO,NO,SI,NO,NO,HOMBRE,"57,743",411.9,140,"14,626",3.94,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
POAS,M,21,URBANA,NO,SI,NO,SI,8.3,NO,SI,SI,NO,SI,HOMBRE,"29,199",73.8,395,"7,906",3.69,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ASERRI,F,48,URBANA,NO,SI,NO,SI,8.7,NO,NO,SI,NO,NO,MUJER,"57,892",167.1,346,"16,120",3.59,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
LA UNION,M,28,URBANA,NO,SI,NO,SI,10.2,SI,SI,SI,NO,NO,HOMBRE,"99,399",44.8,2217,"26,979",3.67,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
PALMARES,M,27,RURAL,NO,SI,NO,SI,9.5,NO,SI,SI,NO,NO,MUJER,"34,716",38.1,912,"9,657",3.58,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN RAMON,M,50,URBANA,NO,SI,NO,SI,6.9,NO,SI,SI,NO,NO,HOMBRE,"80,566",1018.6,79,"23,301",3.44,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SIQUIRRES,F,56,URBANA,NO,NO,SI,SI,5.2,NO,NO,SI,NO,NO,HOMBRE,"56,786",860.2,66,"16,206",3.49,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
BUENOS AIRES,M,23,URBANA,NO,SI,NO,SI,6.7,NO,SI,SI,NO,NO,HOMBRE,"45,244",2384.2,19,"12,205",3.7,NULO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
TURRIALBA,M,26,URBANA,NO,SI,NO,SI,8.3,NO,SI,SI,NO,NO,HOMBRE,"69,616",1642.7,42,"20,453",3.4,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
LIBERIA,F,98,URBANA,NO,SI,NO,SI,7.5,NO,NO,SI,NO,NO,HOMBRE,"62,987",1436.5,44,"16,577",3.75,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,RESTAURACION NACIONAL
TALAMANCA,F,61,RURAL,NO,NO,NO,SI,5.2,NO,NO,SI,SI,NO,MUJER,"30,712",2809.9,11,"7,999",3.83,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LIMON,F,58,RURAL,NO,SI,NO,SI,7,NO,SI,SI,NO,NO,HOMBRE,"94,415",1765.8,53,"26,666",3.52,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
OROTINA,F,56,URBANA,NO,NO,NO,SI,6.5,NO,NO,SI,NO,NO,HOMBRE,"20,341",141.9,143,"6,024",3.37,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
LIMON,F,35,RURAL,NO,SI,NO,SI,8.7,NO,SI,SI,NO,SI,HOMBRE,"94,415",1765.8,53,"26,666",3.52,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
EL GUARCO,M,34,URBANA,NO,NO,NO,SI,9.2,NO,SI,SI,NO,SI,HOMBRE,"41,793",167.7,249,"10,831",3.83,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
OROTINA,M,49,URBANA,NO,NO,NO,SI,8.6,NO,SI,NO,NO,NO,MUJER,"20,341",141.9,143,"6,024",3.37,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
POAS,M,25,RURAL,NO,NO,NO,SI,8.3,NO,SI,SI,NO,NO,HOMBRE,"29,199",73.8,395,"7,906",3.69,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
PEREZ ZELEDON,M,43,URBANA,NO,SI,NO,SI,8.1,NO,SI,SI,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
VAZQUEZ DE CORONADO,M,46,URBANA,NO,NO,NO,SI,10.8,NO,SI,SI,NO,SI,MUJER,"60,486",222.2,272,"17,155",3.52,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,F,58,URBANA,NO,SI,NO,SI,7.4,NO,SI,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SANTA CRUZ,F,70,RURAL,NO,SI,NO,SI,7.4,NO,SI,SI,NO,NO,HOMBRE,"55,104",1312.3,42,"16,645",3.31,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN CARLOS,M,24,RURAL,NO,SI,NO,SI,7.6,NO,SI,SI,NO,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
GUATUSO,M,46,URBANA,NO,NO,NO,SI,6.8,NO,NO,SI,NO,NO,HOMBRE,"15,508",758.3,20,"4,409",3.51,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,M,36,URBANA,NO,NO,NO,SI,10.3,NO,NO,SI,NO,NO,HOMBRE,"288,054",44.6,6456,"81,903",3.5,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,M,37,URBANA,NO,NO,NO,SI,9.8,NO,SI,SI,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
GARABITO,F,25,URBANA,NO,SI,NO,SI,7.9,NO,SI,NO,SI,NO,HOMBRE,"17,229",316.3,54,"5,313",3.24,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SIQUIRRES,M,27,RURAL,NO,SI,NO,SI,7.2,NO,SI,SI,NO,NO,HOMBRE,"56,786",860.2,66,"16,206",3.49,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
POCOCI,M,21,URBANA,NO,NO,NO,SI,7.6,SI,SI,SI,NO,NO,MUJER,"125,962",2403.5,52,"36,238",3.46,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
TIBAS,F,34,URBANA,NO,NO,NO,SI,11.1,NO,NO,SI,SI,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,M,59,URBANA,NO,SI,NO,SI,9.2,NO,NO,NO,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,NUEVA GENERACION,ACCION CIUDADANA,RESTAURACION NACIONAL
GRECIA,M,25,URBANA,NO,NO,NO,SI,8.8,NO,SI,SI,NO,NO,MUJER,"76,898",395.7,194,"21,709",3.53,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SANTA ANA,M,49,RURAL,NO,NO,NO,SI,11.2,NO,SI,NO,NO,NO,COMPARTIDO,"49,123",61.4,800,"14,235",3.43,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
TURRIALBA,M,57,URBANA,NO,SI,NO,SI,6,NO,NO,SI,NO,NO,MUJER,"69,616",1642.7,42,"20,453",3.4,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
TIBAS,M,39,URBANA,NO,NO,NO,SI,11.1,NO,SI,SI,NO,SI,MUJER,"64,842",8.1,7956,"19,160",3.38,LIBERACION NACIONAL,NULO,RESTAURACION NACIONAL
VAZQUEZ DE CORONADO,M,29,URBANA,NO,SI,NO,SI,10.8,NO,SI,SI,NO,NO,HOMBRE,"60,486",222.2,272,"17,155",3.52,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PARAISO,M,22,URBANA,NO,SI,NO,SI,8.3,NO,SI,SI,NO,SI,HOMBRE,"57,743",411.9,140,"14,626",3.94,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SIQUIRRES,F,32,RURAL,NO,NO,NO,SI,7.2,NO,NO,SI,NO,SI,HOMBRE,"56,786",860.2,66,"16,206",3.49,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,F,37,URBANA,NO,SI,NO,SI,10.3,NO,SI,SI,NO,NO,HOMBRE,"288,054",44.6,6456,"81,903",3.5,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PEREZ ZELEDON,F,20,RURAL,NO,NO,NO,SI,8.1,SI,SI,SI,NO,NO,COMPARTIDO,"134,534",1905.5,71,"38,508",3.48,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
COTO BRUS,M,49,RURAL,NO,SI,NO,SI,7.4,NO,NO,SI,NO,NO,HOMBRE,"38,453",933.9,41,"10,936",3.5,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
HEREDIA,M,59,URBANA,NO,SI,NO,SI,9.4,NO,SI,SI,NO,NO,HOMBRE,"123,616",282.6,437,"35,216",3.5,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
POCOCI,F,33,RURAL,NO,SI,NO,SI,7.6,NO,SI,SI,SI,NO,MUJER,"125,962",2403.5,52,"36,238",3.46,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,F,54,URBANA,NO,SI,NO,SI,9.2,NO,NO,SI,NO,NO,HOMBRE,"288,054",44.6,6456,"81,903",3.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
EL GUARCO,F,19,URBANA,NO,SI,NO,SI,9.2,NO,NO,SI,NO,NO,MUJER,"41,793",167.7,249,"10,831",3.83,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,RESTAURACION NACIONAL
PUNTARENAS,F,43,RURAL,NO,SI,NO,SI,8.3,NO,NO,SI,NO,NO,MUJER,"115,019",1842.3,62,"33,228",3.44,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALVARADO,M,39,URBANA,NO,SI,NO,NO,7.3,NO,SI,NO,NO,NO,MUJER,"14,312",81.1,177,"3,612",3.95,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ESCAZU,M,58,URBANA,NO,SI,NO,SI,10.1,NO,SI,SI,NO,NO,HOMBRE,"56,509",34.5,1638,"16,565",3.4,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
LIMON,F,58,RURAL,NO,NO,NO,SI,7,NO,NO,SI,NO,NO,MUJER,"94,415",1765.8,53,"26,666",3.52,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CURRIDABAT,M,91,URBANA,NO,SI,NO,SI,10.4,NO,SI,SI,NO,SI,HOMBRE,"65,206",15.9,4088,"19,146",3.4,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN RAFAEL,F,40,URBANA,NO,SI,NO,SI,10.6,NO,NO,SI,NO,NO,HOMBRE,"45,965",48.4,950,"12,957",3.54,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
POCOCI,F,28,URBANA,NO,NO,NO,SI,7.6,NO,NO,SI,NO,NO,HOMBRE,"125,962",2403.5,52,"36,238",3.46,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN CARLOS,F,74,RURAL,SI,SI,NO,SI,5.6,NO,NO,SI,SI,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LIMON,M,33,URBANA,NO,NO,NO,SI,8.7,NO,SI,NO,NO,NO,COMPARTIDO,"94,415",1765.8,53,"26,666",3.52,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LA CRUZ,F,46,RURAL,NO,SI,NO,SI,7.1,NO,NO,NO,NO,NO,HOMBRE,"19,181",1383.9,14,"4,732",4.05,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARTAGO,F,46,URBANA,NO,SI,NO,SI,9.8,NO,SI,SI,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARTAGO,F,51,URBANA,NO,NO,NO,SI,7.6,NO,NO,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN CARLOS,M,31,RURAL,NO,SI,NO,SI,7.6,NO,SI,NO,NO,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
