Canton,Genero,Edad,Zona(Urbana/Rural),Dependiente,Casa en buen estado,Casa Hacinada,Alfabeta,Promedio de escolaridad,Asistencia a eduacion regular,En la fuerza de trabajo,Asegurado,Poblacion nacida en el extranjero,Discapacitado,Jefe de hogar,Poblacion Total(Canton),Superficie(Canton),Densidad(Canton),Viviendas ocupadas(Canton),Promedio de ocupantes por vivienda(Canton),Voto1R,Voto2R,Usado en entrenamiento,Prediccion1R,Prediccion2R,Prediccion2R1R
DESAMPARADOS,F,59,URBANA,NO,SI,NO,SI,7.7,NO,NO,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PUNTARENAS,F,62,URBANA,NO,NO,SI,SI,6.4,NO,NO,SI,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,ACCION CIUDADANA,ACCION CIUDADANA,NO,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
SANTA BARBARA,F,35,URBANA,NO,SI,NO,SI,9.6,NO,NO,SI,NO,NO,HOMBRE,"36,243",53.2,681,"10,107",3.58,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
BUENOS AIRES,M,50,RURAL,NO,NO,NO,SI,4.4,NO,NO,SI,NO,NO,HOMBRE,"45,244",2384.2,19,"12,205",3.7,RESTAURACION NACIONAL,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN CARLOS,F,28,URBANA,NO,SI,NO,SI,7.6,NO,NO,SI,NO,NO,MUJER,"163,745",3348,49,"44,966",3.62,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,F,30,URBANA,NO,SI,NO,SI,11.1,NO,NO,SI,NO,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,M,24,URBANA,NO,SI,NO,SI,9.8,NO,SI,SI,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,ACCION CIUDADANA,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
OREAMUNO,M,20,URBANA,NO,SI,NO,SI,8.8,NO,NO,SI,NO,NO,HOMBRE,"45,473",201.3,226,"11,232",4.04,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,NO,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,F,53,URBANA,NO,SI,SI,SI,5.4,NO,NO,NO,NO,NO,HOMBRE,"125,962",2403.5,52,"36,238",3.46,LIBERACION NACIONAL,RESTAURACION NACIONAL,NO,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
HEREDIA,F,38,URBANA,NO,SI,NO,SI,11.2,NO,NO,SI,NO,NO,HOMBRE,"123,616",282.6,437,"35,216",3.5,LIBERACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,F,59,URBANA,NO,NO,NO,SI,9.2,NO,NO,SI,SI,SI,MUJER,"288,054",44.6,6456,"81,903",3.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,F,20,RURAL,NO,SI,NO,SI,8.3,NO,NO,NO,NO,NO,MUJER,"57,743",411.9,140,"14,626",3.94,ACCION CIUDADANA,ACCION CIUDADANA,NO,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
TURRIALBA,F,20,URBANA,NO,SI,NO,SI,8.3,NO,NO,SI,NO,NO,MUJER,"69,616",1642.7,42,"20,453",3.4,ACCION CIUDADANA,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
BUENOS AIRES,M,91,URBANA,SI,NO,NO,SI,4.4,NO,NO,SI,NO,NO,MUJER,"45,244",2384.2,19,"12,205",3.7,RESTAURACION NACIONAL,RESTAURACION NACIONAL,NO,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
GUATUSO,F,63,RURAL,NO,SI,NO,SI,4.5,NO,NO,SI,NO,NO,HOMBRE,"15,508",758.3,20,"4,409",3.51,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
GARABITO,M,75,RURAL,SI,SI,NO,SI,6.3,NO,SI,SI,SI,NO,HOMBRE,"17,229",316.3,54,"5,313",3.24,LIBERACION NACIONAL,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,M,33,URBANA,NO,SI,NO,SI,9.8,NO,SI,NO,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,ALIANZA DEMOCRATA CRISTIANA,ACCION CIUDADANA,NO,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,M,35,URBANA,NO,SI,NO,SI,9.6,NO,NO,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SANTA ANA,F,20,URBANA,NO,NO,NO,SI,11.2,NO,NO,SI,NO,NO,HOMBRE,"49,123",61.4,800,"14,235",3.43,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,NO,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
BAGACES,M,43,URBANA,NO,SI,NO,SI,7.8,NO,SI,SI,NO,SI,HOMBRE,"19,536",1273.5,15,"5,615",3.48,INTEGRACION NACIONAL,RESTAURACION NACIONAL,NO,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
COTO BRUS,M,39,RURAL,NO,NO,NO,SI,7.4,NO,SI,SI,NO,NO,HOMBRE,"38,453",933.9,41,"10,936",3.5,ACCION CIUDADANA,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SANTA CRUZ,M,60,RURAL,NO,NO,NO,SI,7.4,NO,SI,SI,NO,NO,HOMBRE,"55,104",1312.3,42,"16,645",3.31,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
OSA,M,62,RURAL,NO,NO,NO,SI,5.4,NO,SI,NO,NO,NO,COMPARTIDO,"29,433",1930.2,15,"8,904",3.3,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,F,42,URBANA,NO,SI,NO,SI,9.4,NO,SI,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,M,61,RURAL,NO,NO,NO,SI,5.8,NO,SI,SI,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
OROTINA,M,21,RURAL,NO,NO,NO,SI,8.6,SI,SI,NO,SI,NO,HOMBRE,"20,341",141.9,143,"6,024",3.37,LIBERACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN RAMON,M,23,URBANA,NO,SI,NO,SI,9,SI,SI,SI,NO,NO,HOMBRE,"80,566",1018.6,79,"23,301",3.44,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,F,45,URBANA,NO,NO,NO,SI,10.5,NO,NO,SI,NO,NO,HOMBRE,"115,084",31.5,3653,"32,520",3.53,MOVIMIENTO LIBERTARIO,NULO,NO,FRENTE AMPLIO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARTAGO,F,20,URBANA,NO,SI,NO,SI,9.8,SI,SI,SI,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,F,48,URBANA,NO,SI,NO,SI,10.5,NO,SI,SI,NO,NO,HOMBRE,"115,084",31.5,3653,"32,520",3.53,INTEGRACION NACIONAL,ACCION CIUDADANA,NO,FRENTE AMPLIO,RESTAURACION NACIONAL,ACCION CIUDADANA
ALVARADO,M,33,URBANA,NO,SI,NO,SI,7.3,NO,SI,SI,NO,NO,HOMBRE,"14,312",81.1,177,"3,612",3.95,LIBERACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,F,51,RURAL,NO,SI,NO,SI,7.6,NO,SI,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,LIBERACION NACIONAL,ACCION CIUDADANA,NO,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,F,30,URBANA,NO,NO,NO,SI,10.3,NO,SI,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,M,45,URBANA,NO,SI,NO,SI,11.2,NO,SI,SI,NO,NO,COMPARTIDO,"123,616",282.6,437,"35,216",3.5,ACCION CIUDADANA,ACCION CIUDADANA,NO,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,M,35,URBANA,NO,SI,NO,SI,9.4,NO,SI,NO,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,LIBERACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,ACCION CIUDADANA
GUATUSO,F,41,RURAL,NO,SI,NO,SI,6.8,NO,NO,SI,NO,NO,HOMBRE,"15,508",758.3,20,"4,409",3.51,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
BARVA,F,63,URBANA,NO,SI,NO,SI,8.8,NO,NO,SI,NO,NO,HOMBRE,"40,660",53.8,756,"11,291",3.59,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN RAMON,M,43,URBANA,NO,SI,NO,SI,9,NO,SI,SI,NO,NO,COMPARTIDO,"80,566",1018.6,79,"23,301",3.44,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,M,26,RURAL,NO,SI,NO,SI,8.3,NO,SI,SI,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,INTEGRACION NACIONAL,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
ALAJUELA,F,63,URBANA,NO,SI,NO,SI,7.4,NO,NO,SI,NO,NO,MUJER,"254,886",388.4,656,"72,031",3.49,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MATINA,F,33,URBANA,NO,NO,NO,SI,6.7,NO,NO,SI,SI,NO,MUJER,"37,721",772.6,49,"10,410",3.59,ACCION CIUDADANA,ACCION CIUDADANA,NO,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARRILLO,F,30,URBANA,NO,NO,NO,SI,8.8,NO,NO,SI,NO,NO,HOMBRE,"37,122",577.5,64,"10,141",3.65,INTEGRACION NACIONAL,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
OREAMUNO,M,58,URBANA,NO,SI,NO,SI,6.7,NO,SI,SI,NO,NO,MUJER,"45,473",201.3,226,"11,232",4.04,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,ACCION CIUDADANA
SIQUIRRES,F,81,RURAL,SI,SI,NO,SI,5.2,NO,NO,SI,NO,NO,HOMBRE,"56,786",860.2,66,"16,206",3.49,RESTAURACION NACIONAL,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,M,33,URBANA,NO,SI,NO,SI,9.4,NO,NO,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,LIBERACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
CARTAGO,F,49,URBANA,NO,SI,NO,SI,9.8,SI,SI,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,LIBERACION NACIONAL,ACCION CIUDADANA,NO,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARRILLO,M,24,URBANA,NO,SI,NO,SI,8.8,NO,NO,SI,NO,NO,HOMBRE,"37,122",577.5,64,"10,141",3.65,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
GARABITO,F,37,RURAL,NO,NO,NO,SI,7.9,NO,NO,SI,SI,NO,MUJER,"17,229",316.3,54,"5,313",3.24,LIBERACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
POCOCI,M,41,URBANA,NO,SI,NO,SI,7.6,NO,SI,SI,NO,NO,MUJER,"125,962",2403.5,52,"36,238",3.46,LIBERACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN CARLOS,M,50,RURAL,NO,NO,NO,SI,5.6,SI,NO,NO,SI,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,RESTAURACION NACIONAL,RESTAURACION NACIONAL,NO,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
POCOCI,F,54,RURAL,NO,NO,NO,SI,5.4,NO,NO,NO,NO,NO,HOMBRE,"125,962",2403.5,52,"36,238",3.46,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
TURRIALBA,M,92,RURAL,NO,SI,NO,SI,6,NO,SI,SI,NO,NO,HOMBRE,"69,616",1642.7,42,"20,453",3.4,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,F,27,URBANA,NO,SI,NO,SI,9.8,NO,NO,SI,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,ACCION CIUDADANA,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,M,47,URBANA,NO,NO,NO,SI,9.8,NO,SI,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA BARBARA,F,103,URBANA,NO,SI,NO,SI,7.2,NO,NO,SI,NO,NO,MUJER,"36,243",53.2,681,"10,107",3.58,FRENTE AMPLIO,RESTAURACION NACIONAL,NO,ACCESIBILIDAD SIN EXCLUSION,ACCION CIUDADANA,ACCION CIUDADANA
OSA,M,54,RURAL,NO,SI,NO,SI,5.4,NO,SI,SI,NO,NO,HOMBRE,"29,433",1930.2,15,"8,904",3.3,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARTAGO,F,101,URBANA,SI,SI,NO,SI,7.6,NO,NO,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,LIBERACION NACIONAL,ACCION CIUDADANA,NO,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,F,41,URBANA,NO,SI,NO,SI,11.2,NO,NO,SI,NO,NO,HOMBRE,"123,616",282.6,437,"35,216",3.5,INTEGRACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,M,43,URBANA,NO,SI,NO,SI,9.6,NO,NO,SI,NO,NO,MUJER,"208,411",118.3,1762,"57,355",3.62,INTEGRACION NACIONAL,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
EL GUARCO,M,41,RURAL,NO,SI,NO,SI,9.2,NO,SI,SI,NO,NO,MUJER,"41,793",167.7,249,"10,831",3.83,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
ATENAS,M,97,RURAL,NO,SI,NO,SI,7.3,NO,NO,SI,NO,SI,COMPARTIDO,"25,460",127.2,200,"7,472",3.41,LIBERACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,F,24,URBANA,NO,NO,NO,SI,11.1,NO,NO,NO,NO,NO,MUJER,"64,842",8.1,7956,"19,160",3.38,BLANCO,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PUNTARENAS,F,31,URBANA,NO,SI,SI,SI,8.3,NO,NO,SI,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,NO,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
PURISCAL,F,49,URBANA,NO,NO,NO,SI,9.2,NO,NO,SI,NO,NO,HOMBRE,"33,004",553.7,60,"9,787",3.36,LIBERACION NACIONAL,RESTAURACION NACIONAL,NO,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
DESAMPARADOS,F,40,URBANA,NO,SI,NO,SI,9.6,NO,SI,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN CARLOS,M,95,RURAL,NO,SI,NO,SI,5.6,NO,NO,SI,NO,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,LIBERACION NACIONAL,RESTAURACION NACIONAL,NO,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN CARLOS,M,89,URBANA,NO,SI,NO,SI,5.6,NO,SI,SI,NO,NO,MUJER,"163,745",3348,49,"44,966",3.62,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,F,62,URBANA,NO,SI,NO,SI,8.7,NO,NO,SI,NO,NO,COMPARTIDO,"115,084",31.5,3653,"32,520",3.53,LIBERACION NACIONAL,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,M,36,URBANA,NO,SI,NO,SI,9.8,NO,SI,SI,NO,NO,COMPARTIDO,"147,898",287.8,514,"38,618",3.8,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
POCOCI,M,38,URBANA,NO,NO,NO,SI,7.6,NO,SI,SI,NO,NO,MUJER,"125,962",2403.5,52,"36,238",3.46,NULO,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SIQUIRRES,F,23,URBANA,NO,NO,NO,SI,7.2,NO,NO,SI,NO,NO,HOMBRE,"56,786",860.2,66,"16,206",3.49,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
HOJANCHA,M,64,RURAL,NO,NO,SI,SI,5.5,NO,SI,NO,NO,NO,HOMBRE,"7,197",261.4,28,"2,028",3.55,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,NO,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
BARVA,F,53,RURAL,NO,SI,NO,SI,8.8,NO,NO,SI,NO,NO,MUJER,"40,660",53.8,756,"11,291",3.59,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,NO,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
PARAISO,F,61,RURAL,NO,NO,NO,SI,6,NO,NO,SI,NO,NO,MUJER,"57,743",411.9,140,"14,626",3.94,RESTAURACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
PEREZ ZELEDON,F,33,URBANA,NO,NO,SI,SI,8.1,SI,NO,SI,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN RAMON,M,23,RURAL,NO,SI,NO,SI,9,NO,SI,SI,NO,NO,HOMBRE,"80,566",1018.6,79,"23,301",3.44,NULO,ACCION CIUDADANA,NO,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,M,47,URBANA,NO,NO,NO,SI,10.3,NO,SI,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,F,55,URBANA,NO,NO,NO,SI,6.4,NO,SI,SI,NO,NO,MUJER,"115,019",1842.3,62,"33,228",3.44,ACCION CIUDADANA,RESTAURACION NACIONAL,NO,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,F,27,URBANA,NO,SI,NO,SI,9.4,NO,NO,SI,SI,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,INTEGRACION NACIONAL,ACCION CIUDADANA,NO,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
JIMENEZ,F,59,URBANA,NO,SI,NO,SI,5.2,NO,NO,NO,NO,NO,MUJER,"14,669",286.4,51,"4,113",3.56,LIBERACION NACIONAL,ACCION CIUDADANA,NO,FRENTE AMPLIO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
DESAMPARADOS,M,48,URBANA,NO,NO,NO,SI,9.6,NO,SI,SI,NO,NO,MUJER,"208,411",118.3,1762,"57,355",3.62,ACCION CIUDADANA,ACCION CIUDADANA,NO,FRENTE AMPLIO,ACCION CIUDADANA,RESTAURACION NACIONAL
TILARAN,M,48,RURAL,NO,NO,NO,SI,8.3,NO,SI,SI,NO,NO,MUJER,"19,640",638.4,31,"6,018",3.26,LIBERACION NACIONAL,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAMON,F,23,URBANA,NO,SI,NO,SI,9,NO,SI,SI,NO,NO,HOMBRE,"80,566",1018.6,79,"23,301",3.44,ACCION CIUDADANA,ACCION CIUDADANA,NO,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
